,adult,backdrop_path,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path,belongs_to_collection
0,False,/cMEdpT5oHIgQ0OJayz6UvTbaTNR.jpg,17500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.taxi4-lefilm.com/,2335,tt0804540,['FR'],fr,Taxi 4,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",11.347,/8OoVXQo23kgMw4ooLfi2mDGVfUE.jpg,"[{'id': 1076, 'logo_path': None, 'name': 'Apipoulaï Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2007-02-10,65125001,91,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Taxi 4,False,5.599,1203,211721.0,Taxi Collection,/nCzy28TbMJDJLxuaPgQZrLgmuT7.jpg,/74R8bq4RDuxK3F0VPGlse4YH3Ab.jpg,
0,False,/qDx5pGO47cien4Mp26Io26dLiX5.jpg,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,14159,tt0986213,['IN'],hi,Aaja Nachle,"Dia is a divorced mom living in New York and must go back to India after she receives news that her guru is on his death bed. When she arrives she finds he is gone and has left her the responsibility of saving and reviving the Ajanta Theater where she used to dance. The problem is that the political officers want it torn down and turned into a shopping mall. The storyline follows Dia and her challenge to stand up for what she believes in and fight the cause to the end, while trying to win back the love and support of the people of the town whom she walked out on ten years prior.",11.333,/xru51i8vXJrowpjz7z6ZsCYakPD.jpg,"[{'id': 1569, 'logo_path': '/lvzN86o3jrP44DIvn4SMBLOl9PF.png', 'name': 'Yash Raj Films', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-11-30,3800000,146,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,She's Back!,Aaja Nachle,False,6.4,35,,,,,
0,False,/zzhXcdGij5MPfrnpNoC6dKhgT8M.jpg,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.mimzy.com,2267,tt0768212,['US'],en,The Last Mimzy,"Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine.",11.307,/jnLXcQFx4hSKDNG1P6RMz4v5jje.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 20569, 'logo_path': None, 'name': 'Michael Phillips Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-09,27308918,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The future is trying to tell us something.,The Last Mimzy,False,6.336,449,,,,,
0,False,/MY045Xygox35Raf7xxZPj2FFcv.jpg,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 37, 'name': 'Western'}]",,17456,tt0896036,"['DE', 'CA']",en,BloodRayne II: Deliverance,"Rayne, a half-human half-vampire warrior, is in the America's 1880's Wild West to stop the vampired Billy the Kid and his posse of vampire cowboys.",11.298,/o7kx4ppzsBvNU0QriESvslcpWve.jpg,"[{'id': 1062, 'logo_path': None, 'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'origin_country': 'DE'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}, {'id': 5723, 'logo_path': None, 'name': 'Pitchblack Pictures', 'origin_country': 'CA'}, {'id': 6345, 'logo_path': '/7SriqZDgcJB67Mf3L2G9uum85Hl.png', 'name': 'Lighthouse Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2007-09-18,167445,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A heart-stopping adventure!,BloodRayne 2: Deliverance,False,4.023,238,97307.0,BloodRayne Collection,/yDRE2eRQIGKKpW1AJ9WWolmccOQ.jpg,/tSiYzuDL8i3yyVyCnxGtwLjA3Tz.jpg,
0,False,/myjGgD50n9QMGlUYMhXWfhdYxI7.jpg,12000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",https://www.sonypictures.com/movies/iknowwhokilledme,5857,tt0897361,['US'],en,I Know Who Killed Me,"An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.",11.285,/m5AsIT2YPG12Z5YrBlcaElxhQ6m.jpg,"[{'id': 2894, 'logo_path': None, 'name': '360 Pictures', 'origin_country': ''}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-27,9620399,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,There are two sides to every crime.,I Know Who Killed Me,False,4.5,363,,,,,
0,False,/nbushxBTTSap7giTK8LZbiltDEl.jpg,5000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",http://www.sonyclassics.com/youthwithoutyouth/,7797,tt0481797,['US'],en,Youth Without Youth,"Professor of language and philosophy Dominic Matei is struck by lightning and  ages backwards from 70 to 40 in a week, attracting the world and the Nazis. While on the run, the professor meets a young woman who has her own experience with a lightning storm. Not only does Dominic find love again, but her new abilities hold the key to his research.",11.268,/uwcT2WbSmIzthuQmZCD592MH33l.jpg,"[{'id': 70, 'logo_path': '/ueaENQkPcy8rlr5fGZVBXKOhlBh.png', 'name': 'American Zoetrope', 'origin_country': 'US'}, {'id': 210890, 'logo_path': None, 'name': 'SRG Atelier', 'origin_country': 'RO'}, {'id': 6542, 'logo_path': None, 'name': 'Pricel', 'origin_country': 'FR'}, {'id': 225, 'logo_path': '/cmxkBc3dmwWaIHFCrkXZoAfGoOa.png', 'name': 'BIM Distribuzione', 'origin_country': 'IT'}, {'id': 1704, 'logo_path': '/sb3PuMTgJgpPUY7x634etBAhodu.png', 'name': 'Bavaria Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-26,244397,125,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Sanskrit', 'iso_639_1': 'sa', 'name': ''}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Youth Without Youth,False,6.136,217,,,,,
0,False,/sNhYDvDbEwf9AUGip2fGRwP7x8r.jpg,60795000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,7183,tt0457433,['US'],en,Perfect Stranger,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",11.266,/i7D5QqQ0q5EXU1UuZVY9KwIxoYR.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-11,73090611,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How Far Would You Go To Keep A Secret?,Perfect Stranger,False,5.79,913,,,,,
0,False,/x3Twm43fzgOBVmlu4pi5L3Ui6KL.jpg,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,54325,tt0847833,['US'],en,Back Soon,"Back Soon is a story of love, loss, identity and hope. It follows the relationship between aspiring actor Logan Foster and reformed drug dealer Gil Ramirez, two men who find themselves inexplicably drawn together despite their disparate backgrounds, and the fact that they both regarded themselves as straight. However, their bond is soon threatened by Gil's mysterious past and a startling revelation about the true nature of their connection. Neither man is prepared for this, nor the impact it will have on their lives.",11.264,/wmCAChQFo0I3oJExBsat7E6tfwt.jpg,"[{'id': 141138, 'logo_path': None, 'name': 'TLA Releasing', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-03,0,83,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How long does love last?,Back Soon,False,4.9,28,,,,,
0,False,/lenFpoDZMlMvBWml8CF682x9NTQ.jpg,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.charliewilsonswar.net/,6538,tt0472062,['US'],en,Charlie Wilson's War,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",11.25,/45FghqcdSYRWK7PsHUInaFPNd8l.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 6735, 'logo_path': '/pAQW38WU8ychBvYU2aGPTEbynEN.png', 'name': 'Participant', 'origin_country': 'US'}, {'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}, {'id': 103453, 'logo_path': None, 'name': 'MP Munich Pape Filmproductions', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-19,119483446,102,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Urdu', 'iso_639_1': 'ur', 'name': 'اردو'}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,"When the world wasn't looking, he changed it forever.",Charlie Wilson's War,False,6.539,1449,,,,,
0,False,/pOmbRwfiuLJPEiZRVnEKQVywRdT.jpg,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,13492,tt0814685,"['FR', 'CH']",fr,Frontière(s),"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",11.222,/6GISAjE0XiSucmzXIhb1tdnV2yC.jpg,"[{'id': 34449, 'logo_path': None, 'name': 'Chemin Vert', 'origin_country': 'FR'}, {'id': 34450, 'logo_path': None, 'name': 'Cartel Productions', 'origin_country': 'FR'}, {'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 22606, 'logo_path': None, 'name': 'Pacific Films', 'origin_country': 'CH'}, {'id': 3608, 'logo_path': None, 'name': 'After Dark Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-01,0,108,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,What are your boundaries...,Frontier(s),False,6.142,716,,,,,
0,False,/q33xBrApPcI3XFHNoD9BKaDR9Cl.jpg,5000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,11600,tt0937237,"['CA', 'US']",en,Redacted,"A fictional documentary discusses the effects the Iraq war has had on soldiers and local people through interviews with members of an American military unit, the media, and local Iraqis.",11.18,/vtQHJynrYM4TF0ti96YsyIhox2H.jpg,"[{'id': 3097, 'logo_path': '/gwRH6QNHz9xGO6a2vgRU61SzPs8.png', 'name': 'HDNet Films', 'origin_country': 'US'}, {'id': 22884, 'logo_path': '/ytdX9tFAGyfcISVi6d9feNCBcwT.png', 'name': 'The Film Farm', 'origin_country': 'CA'}, {'id': 1030, 'logo_path': '/bus7KzJshT0VMXuKR7dwK5bqPSO.png', 'name': 'Magnolia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-16,782102,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Truth is the first casualty of war,Redacted,False,6.0,165,,,,,
0,False,/9WafOaEr0mgtDgxBcSmFXnIz45u.jpg,18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",,14704,tt0419704,['ES'],es,Donkey Xote,"The donkey, Rucio, tells the true story of Don Quixote and defends the idea that he wasn't insane, but a very intelligent, passionate and enthusiastic fellow.",11.176,/fGYgPrTEwux7yUvIs3Xfe12R3M9.jpg,"[{'id': 13206, 'logo_path': '/o0K2aPws98m0I4SlJJC4GprLokn.png', 'name': 'Lumiq Studios', 'origin_country': 'IT'}, {'id': 136063, 'logo_path': None, 'name': 'Bren Entertainment', 'origin_country': 'ES'}, {'id': 62628, 'logo_path': None, 'name': 'Filmax Animation', 'origin_country': 'ES'}, {'id': 136064, 'logo_path': None, 'name': 'Green Publicidad y Medios', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-12-05,7365250,90,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"From the producers who saw ""Shrek""",Donkey X,False,5.4,72,,,,,
0,False,/nXRzBfS8N1PiJPpi5mvDHTGkTY2.jpg,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,53529,tt0765460,['US'],en,Cover,"When someone is murdered on New Year's Eve, the prime suspect is Valerie Maas, a church-going home-maker whose life unravels when she discovers that her husband of many years has been leading a double life. Her strength of character and faith keep her going as the revelation of her husband's betrayal threatens to destroy all that they have known.",11.113,/cXuY48wvXyXUIuSADiCNMoj0tSb.jpg,[],[],2007-05-08,0,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Betrayal can be murder.,Cover,False,4.9,13,,,,,
0,False,/A4ZvbsC0o86bpgHa00iad1YCtu2.jpg,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,14397,tt0435528,"['CA', 'US']",en,Whisper,Sinister things begin happening to kidnappers who are holding a young boy for ransom in a remote cabin.,11.088,/mxs3ox33B3IWs6jMAS3EZ0TckXm.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 20851, 'logo_path': None, 'name': 'H2F Entertainment', 'origin_country': ''}, {'id': 24006, 'logo_path': None, 'name': 'Yukon Film Incentive Program', 'origin_country': ''}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-27,5285197,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The devil's work is childs play,Whisper,False,6.439,255,,,,,
0,False,/tXrqV2ZCVzGmiFjltlmm2qNRSM2.jpg,0,"[{'id': 35, 'name': 'Comedy'}]",,10071,tt0784972,['US'],en,The Brothers Solomon,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",11.053,/aAxlGB9hglPm9jFVfOPj1TWVnIK.jpg,"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 3215, 'logo_path': '/1eDyeAkLR41PjyharYL7V3dcuiG.png', 'name': 'Carsey-Werner Company', 'origin_country': ''}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-07,0,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They want to put a baby in you.,The Brothers Solomon,False,5.0,130,,,,,
0,False,/R0p2aJVD7NTrCJFbDlTPKoVCCz.jpg,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",,10074,tt0787475,['US'],en,Hot Rod,"For Rod Kimble, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",11.049,/jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 1756, 'logo_path': '/d7YyNzysIF0lSb4lJRf1ar6MHxi.png', 'name': 'Broadway Video', 'origin_country': 'US'}, {'id': 58553, 'logo_path': None, 'name': 'Michaels-Goldwyn', 'origin_country': 'US'}, {'id': 53808, 'logo_path': '/k0pZvs5B71HHuj8ybypApC1LV5u.png', 'name': 'The Lonely Island', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-03,14353654,88,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Smack destiny in the face.,Hot Rod,False,6.394,960,,,,,
0,False,/axg73mVxiZcE9Pzynu2uj1TYIgj.jpg,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",http://www.walkhard-movie.com/,6575,tt0841046,['US'],en,Walk Hard: The Dewey Cox Story,"Following a childhood tragedy, Dewey Cox follows a long and winding road to music stardom. Dewey perseveres through changing musical styles, an addiction to nearly every drug known and bouts of uncontrollable rage.",11.039,/Aa1IQ4Cuin3d7qIahvPheMmR4E5.jpg,"[{'id': 10105, 'logo_path': '/bN4tiAS8oNlHhIqq66KBPQ1Ekqh.png', 'name': 'Apatow Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-21,18317151,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,False,6.567,659,,,,,
0,False,/hAsp9DExb515z87H5t1j6xaCBKP.jpg,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,14459,tt0800367,['AU'],en,Storm Warning,"A couple becomes lost in a massive storm and seek refuge at a nearby farmhouse, only to be captured by deranged killers.",11.014,/a52a97dlHjYWnNTzeJJohlPOSLG.jpg,"[{'id': 7979, 'logo_path': None, 'name': 'Darclight Films', 'origin_country': 'AU'}, {'id': 23574, 'logo_path': None, 'name': 'Resolution Independent', 'origin_country': ''}, {'id': 11840, 'logo_path': '/8oyCRYf6ezxB5h8HJIPVG8JjzgL.png', 'name': 'Film Victoria', 'origin_country': 'AU'}, {'id': 1380, 'logo_path': '/y4JH9ncZJAFJGYWK84k1dmXnsw0.png', 'name': 'Australian Film Finance Corporation', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-10-19,0,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Survival Can Be Murder,Storm Warning,False,5.521,146,,,,,
0,False,/9Ksfudv6hUWLEVMnXIqlgD4kXW7.jpg,0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",,114370,tt0456982,['JP'],ja,真救世主伝説 北斗の拳 ユリア伝,"Second part of the new Fist of the North Star movie pentalogy presenting the story from Yuria's perspective, spanning from her childhood, including the day she first met Kenshiro.",11.005,/9vj8Td4OYEAyWi96TpLqLAjqg0b.jpg,"[{'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}, {'id': 186151, 'logo_path': None, 'name': 'North Star Pictures', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-02-23,1479911,64,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Fist of the North Star: The Legend of Yuria,False,6.2,35,114374.0,Fist of the North Star: The Legends of the True Savior Collection,/n7y7u5J74cmdrE8Ej498Bj2H69l.jpg,/qvukxg0eB9kpHVKOBsr1lynoM94.jpg,
0,False,/1456pqeYmsxmHthzhPbbmEqV5fV.jpg,0,"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.meinfuehrer-derfilm.de/,6172,tt0780568,['DE'],de,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,"Hitler no longer believes in himself, and can barely see himself as an equal to even his sheep dog. But to seize the helm of the war he would have to create one of his famous fiery speeches to mobilize the masses. Goebbels therefore brings a Jewish acting teacher Grünbaum and his family from the camps in order to train the leader in rhetoric. Grünbaum is torn, but starts Hitler in his therapy ...",10.995,/kTQMykCLzJ2jtagyXGSqX0ieAKf.jpg,"[{'id': 2036, 'logo_path': None, 'name': 'Y Filme Directors Pool', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2007-01-11,0,89,"[{'english_name': 'Yiddish', 'iso_639_1': 'yi', 'name': ''}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,My Führer,False,5.7,98,,,,,
0,False,/JZ73zv3on5wJkA5z0OetOAn9tt.jpg,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,50032,tt0853153,['GB'],en,Stuart: A Life Backwards,"Story about the remarkable friendship between a reclusive writer and illustrator and a chaotic homeless man, whom he gets to know during a campaign to release two charity workers from prison.",10.945,/yNqCMTi0J3LHDVklJpUAwWiQ8G3.jpg,"[{'id': 3324, 'logo_path': '/dqT3yOTlfJRmtvk52Ccd1O6dZ0A.png', 'name': 'BBC', 'origin_country': 'GB'}, {'id': 7429, 'logo_path': '/6in9uMqxXEHx5XgYgkeRBpZ4rPw.png', 'name': 'HBO Films', 'origin_country': 'US'}, {'id': 124545, 'logo_path': None, 'name': 'Knifedge', 'origin_country': ''}, {'id': 1522, 'logo_path': '/8uaoEVgNxFH0R94O53gUiByahVr.png', 'name': 'Neal Street Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-09-23,0,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Stuart: A Life Backwards,False,7.414,181,,,,,
0,False,/bsU6KKTKhNYWfZNuUkGXWIFZiHe.jpg,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",,14158,tt1117523,['US'],en,Jackass 2.5,"The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a 'pee' gun on themselves, having a mini motor bike fracas in the grocery mall, a sperm test, a portly crew member disguised as King Kong, as well as include three episodes of their hilarious adventures in India.",10.925,/qriTT0KQvvuCs73z0LyEduw6XX.jpg,"[{'id': 21834, 'logo_path': None, 'name': 'Paramount Pictures Digital Entertainment', 'origin_country': ''}, {'id': 6328, 'logo_path': None, 'name': 'Dickhouse Productions', 'origin_country': ''}, {'id': 90661, 'logo_path': None, 'name': 'Lynch Siderow Productions', 'origin_country': ''}, {'id': 8136, 'logo_path': '/1JrepkIG6EsdklWZ9tZbE0uRHvj.png', 'name': 'MTV', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-18,0,64,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,All the stuff we couldn't pack into number two.,Jackass 2.5,False,6.13,548,17178.0,Jackass Collection,/tLga6buvaRSBcFJT03WgSBZ1wAa.jpg,/lidPLbyE1JCUacEDOzkTCncCPBL.jpg,
0,False,/ps7JhQJuQ5djXnpzNZ1iqJVYSeg.jpg,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 9648, 'name': 'Mystery'}]",,39824,tt0961088,['US'],en,While the Children Sleep,A prosperous couple find the perfect live-in nanny but soon discover she intends to do her job to deadly perfection.,10.916,/5U7rpZQ1MzIcwtqqxiO2U5wvhHn.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-16,0,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,While the Children Sleep,False,4.8,24,,,,,
